width,height,x_shift,noise_level,laminar_thickness,laminar_gap,amplitude,thickness_variation
256,6,0.25,0.03333333333333333,2,3,2,0.0
256,11,0.25,0.03333333333333333,2,3,2,0.0
256,16,0.25,0.03333333333333333,2,3,2,0.0
256,21,0.25,0.03333333333333333,2,3,2,0.0
256,26,0.25,0.03333333333333333,2,3,2,0.0
256,31,0.25,0.03333333333333333,2,3,2,0.0
256,10,0.25,0.03333333333333333,2,3,4,0.0
256,15,0.25,0.03333333333333333,2,3,4,0.0
256,20,0.25,0.03333333333333333,2,3,4,0.0
256,25,0.25,0.03333333333333333,2,3,4,0.0
256,30,0.25,0.03333333333333333,2,3,4,0.0
256,35,0.25,0.03333333333333333,2,3,4,0.0
256,14,0.25,0.03333333333333333,2,3,6,0.0
256,19,0.25,0.03333333333333333,2,3,6,0.0
256,24,0.25,0.03333333333333333,2,3,6,0.0
256,29,0.25,0.03333333333333333,2,3,6,0.0
256,34,0.25,0.03333333333333333,2,3,6,0.0
256,39,0.25,0.03333333333333333,2,3,6,0.0
256,18,0.25,0.03333333333333333,2,3,8,0.0
256,23,0.25,0.03333333333333333,2,3,8,0.0
256,28,0.25,0.03333333333333333,2,3,8,0.0
256,33,0.25,0.03333333333333333,2,3,8,0.0
256,38,0.25,0.03333333333333333,2,3,8,0.0
256,43,0.25,0.03333333333333333,2,3,8,0.0
256,22,0.25,0.03333333333333333,2,3,10,0.0
256,27,0.25,0.03333333333333333,2,3,10,0.0
256,32,0.25,0.03333333333333333,2,3,10,0.0
256,37,0.25,0.03333333333333333,2,3,10,0.0
256,42,0.25,0.03333333333333333,2,3,10,0.0
256,47,0.25,0.03333333333333333,2,3,10,0.0
256,26,0.25,0.03333333333333333,2,3,12,0.0
256,31,0.25,0.03333333333333333,2,3,12,0.0
256,36,0.25,0.03333333333333333,2,3,12,0.0
256,41,0.25,0.03333333333333333,2,3,12,0.0
256,46,0.25,0.03333333333333333,2,3,12,0.0
256,51,0.25,0.03333333333333333,2,3,12,0.0
256,30,0.25,0.03333333333333333,2,3,14,0.0
256,35,0.25,0.03333333333333333,2,3,14,0.0
256,40,0.25,0.03333333333333333,2,3,14,0.0
256,45,0.25,0.03333333333333333,2,3,14,0.0
256,50,0.25,0.03333333333333333,2,3,14,0.0
256,55,0.25,0.03333333333333333,2,3,14,0.0
256,34,0.25,0.03333333333333333,2,3,16,0.0
256,39,0.25,0.03333333333333333,2,3,16,0.0
256,44,0.25,0.03333333333333333,2,3,16,0.0
256,49,0.25,0.03333333333333333,2,3,16,0.0
256,54,0.25,0.03333333333333333,2,3,16,0.0
256,59,0.25,0.03333333333333333,2,3,16,0.0
256,38,0.25,0.03333333333333333,2,3,18,0.0
256,43,0.25,0.03333333333333333,2,3,18,0.0
256,48,0.25,0.03333333333333333,2,3,18,0.0
256,53,0.25,0.03333333333333333,2,3,18,0.0
256,58,0.25,0.03333333333333333,2,3,18,0.0
256,63,0.25,0.03333333333333333,2,3,18,0.0
256,42,0.25,0.03333333333333333,2,3,20,0.0
256,47,0.25,0.03333333333333333,2,3,20,0.0
256,52,0.25,0.03333333333333333,2,3,20,0.0
256,57,0.25,0.03333333333333333,2,3,20,0.0
256,62,0.25,0.03333333333333333,2,3,20,0.0
256,67,0.25,0.03333333333333333,2,3,20,0.0
256,7,0.25,0.05,3,4,2,0.0
256,14,0.25,0.05,3,4,2,0.0
256,21,0.25,0.05,3,4,2,0.0
256,28,0.25,0.05,3,4,2,0.0
256,35,0.25,0.05,3,4,2,0.0
256,42,0.25,0.05,3,4,2,0.0
256,11,0.25,0.05,3,4,4,0.0
256,18,0.25,0.05,3,4,4,0.0
256,25,0.25,0.05,3,4,4,0.0
256,32,0.25,0.05,3,4,4,0.0
256,39,0.25,0.05,3,4,4,0.0
256,46,0.25,0.05,3,4,4,0.0
256,15,0.25,0.05,3,4,6,0.0
256,22,0.25,0.05,3,4,6,0.0
256,29,0.25,0.05,3,4,6,0.0
256,36,0.25,0.05,3,4,6,0.0
256,43,0.25,0.05,3,4,6,0.0
256,50,0.25,0.05,3,4,6,0.0
256,19,0.25,0.05,3,4,8,0.0
256,26,0.25,0.05,3,4,8,0.0
256,33,0.25,0.05,3,4,8,0.0
256,40,0.25,0.05,3,4,8,0.0
256,47,0.25,0.05,3,4,8,0.0
256,54,0.25,0.05,3,4,8,0.0
256,23,0.25,0.05,3,4,10,0.0
256,30,0.25,0.05,3,4,10,0.0
256,37,0.25,0.05,3,4,10,0.0
256,44,0.25,0.05,3,4,10,0.0
256,51,0.25,0.05,3,4,10,0.0
256,58,0.25,0.05,3,4,10,0.0
256,27,0.25,0.05,3,4,12,0.0
256,34,0.25,0.05,3,4,12,0.0
256,41,0.25,0.05,3,4,12,0.0
256,48,0.25,0.05,3,4,12,0.0
256,55,0.25,0.05,3,4,12,0.0
256,62,0.25,0.05,3,4,12,0.0
256,31,0.25,0.05,3,4,14,0.0
256,38,0.25,0.05,3,4,14,0.0
256,45,0.25,0.05,3,4,14,0.0
256,52,0.25,0.05,3,4,14,0.0
256,59,0.25,0.05,3,4,14,0.0
256,66,0.25,0.05,3,4,14,0.0
256,35,0.25,0.05,3,4,16,0.0
256,42,0.25,0.05,3,4,16,0.0
256,49,0.25,0.05,3,4,16,0.0
256,56,0.25,0.05,3,4,16,0.0
256,63,0.25,0.05,3,4,16,0.0
256,70,0.25,0.05,3,4,16,0.0
256,39,0.25,0.05,3,4,18,0.0
256,46,0.25,0.05,3,4,18,0.0
256,53,0.25,0.05,3,4,18,0.0
256,60,0.25,0.05,3,4,18,0.0
256,67,0.25,0.05,3,4,18,0.0
256,74,0.25,0.05,3,4,18,0.0
256,43,0.25,0.05,3,4,20,0.0
256,50,0.25,0.05,3,4,20,0.0
256,57,0.25,0.05,3,4,20,0.0
256,64,0.25,0.05,3,4,20,0.0
256,71,0.25,0.05,3,4,20,0.0
256,78,0.25,0.05,3,4,20,0.0
256,8,0.25,0.06666666666666667,4,5,2,0.0
256,17,0.25,0.06666666666666667,4,5,2,0.0
256,26,0.25,0.06666666666666667,4,5,2,0.0
256,35,0.25,0.06666666666666667,4,5,2,0.0
256,44,0.25,0.06666666666666667,4,5,2,0.0
256,53,0.25,0.06666666666666667,4,5,2,0.0
256,12,0.25,0.06666666666666667,4,5,4,0.0
256,21,0.25,0.06666666666666667,4,5,4,0.0
256,30,0.25,0.06666666666666667,4,5,4,0.0
256,39,0.25,0.06666666666666667,4,5,4,0.0
256,48,0.25,0.06666666666666667,4,5,4,0.0
256,57,0.25,0.06666666666666667,4,5,4,0.0
256,16,0.25,0.06666666666666667,4,5,6,0.0
256,25,0.25,0.06666666666666667,4,5,6,0.0
256,34,0.25,0.06666666666666667,4,5,6,0.0
256,43,0.25,0.06666666666666667,4,5,6,0.0
256,52,0.25,0.06666666666666667,4,5,6,0.0
256,61,0.25,0.06666666666666667,4,5,6,0.0
256,20,0.25,0.06666666666666667,4,5,8,0.0
256,29,0.25,0.06666666666666667,4,5,8,0.0
256,38,0.25,0.06666666666666667,4,5,8,0.0
256,47,0.25,0.06666666666666667,4,5,8,0.0
256,56,0.25,0.06666666666666667,4,5,8,0.0
256,65,0.25,0.06666666666666667,4,5,8,0.0
256,24,0.25,0.06666666666666667,4,5,10,0.0
256,33,0.25,0.06666666666666667,4,5,10,0.0
256,42,0.25,0.06666666666666667,4,5,10,0.0
256,51,0.25,0.06666666666666667,4,5,10,0.0
256,60,0.25,0.06666666666666667,4,5,10,0.0
256,69,0.25,0.06666666666666667,4,5,10,0.0
256,28,0.25,0.06666666666666667,4,5,12,0.0
256,37,0.25,0.06666666666666667,4,5,12,0.0
256,46,0.25,0.06666666666666667,4,5,12,0.0
256,55,0.25,0.06666666666666667,4,5,12,0.0
256,64,0.25,0.06666666666666667,4,5,12,0.0
256,73,0.25,0.06666666666666667,4,5,12,0.0
256,32,0.25,0.06666666666666667,4,5,14,0.0
256,41,0.25,0.06666666666666667,4,5,14,0.0
256,50,0.25,0.06666666666666667,4,5,14,0.0
256,59,0.25,0.06666666666666667,4,5,14,0.0
256,68,0.25,0.06666666666666667,4,5,14,0.0
256,77,0.25,0.06666666666666667,4,5,14,0.0
256,36,0.25,0.06666666666666667,4,5,16,0.0
256,45,0.25,0.06666666666666667,4,5,16,0.0
256,54,0.25,0.06666666666666667,4,5,16,0.0
256,63,0.25,0.06666666666666667,4,5,16,0.0
256,72,0.25,0.06666666666666667,4,5,16,0.0
256,81,0.25,0.06666666666666667,4,5,16,0.0
256,40,0.25,0.06666666666666667,4,5,18,0.0
256,49,0.25,0.06666666666666667,4,5,18,0.0
256,58,0.25,0.06666666666666667,4,5,18,0.0
256,67,0.25,0.06666666666666667,4,5,18,0.0
256,76,0.25,0.06666666666666667,4,5,18,0.0
256,85,0.25,0.06666666666666667,4,5,18,0.0
256,44,0.25,0.06666666666666667,4,5,20,0.0
256,53,0.25,0.06666666666666667,4,5,20,0.0
256,62,0.25,0.06666666666666667,4,5,20,0.0
256,71,0.25,0.06666666666666667,4,5,20,0.0
256,80,0.25,0.06666666666666667,4,5,20,0.0
256,89,0.25,0.06666666666666667,4,5,20,0.0
256,9,0.25,0.08333333333333333,5,6,2,0.0
256,20,0.25,0.08333333333333333,5,6,2,0.0
256,31,0.25,0.08333333333333333,5,6,2,0.0
256,42,0.25,0.08333333333333333,5,6,2,0.0
256,53,0.25,0.08333333333333333,5,6,2,0.0
256,64,0.25,0.08333333333333333,5,6,2,0.0
256,13,0.25,0.08333333333333333,5,6,4,0.0
256,24,0.25,0.08333333333333333,5,6,4,0.0
256,35,0.25,0.08333333333333333,5,6,4,0.0
256,46,0.25,0.08333333333333333,5,6,4,0.0
256,57,0.25,0.08333333333333333,5,6,4,0.0
256,68,0.25,0.08333333333333333,5,6,4,0.0
256,17,0.25,0.08333333333333333,5,6,6,0.0
256,28,0.25,0.08333333333333333,5,6,6,0.0
256,39,0.25,0.08333333333333333,5,6,6,0.0
256,50,0.25,0.08333333333333333,5,6,6,0.0
256,61,0.25,0.08333333333333333,5,6,6,0.0
256,72,0.25,0.08333333333333333,5,6,6,0.0
256,21,0.25,0.08333333333333333,5,6,8,0.0
256,32,0.25,0.08333333333333333,5,6,8,0.0
256,43,0.25,0.08333333333333333,5,6,8,0.0
256,54,0.25,0.08333333333333333,5,6,8,0.0
256,65,0.25,0.08333333333333333,5,6,8,0.0
256,76,0.25,0.08333333333333333,5,6,8,0.0
256,25,0.25,0.08333333333333333,5,6,10,0.0
256,36,0.25,0.08333333333333333,5,6,10,0.0
256,47,0.25,0.08333333333333333,5,6,10,0.0
256,58,0.25,0.08333333333333333,5,6,10,0.0
256,69,0.25,0.08333333333333333,5,6,10,0.0
256,80,0.25,0.08333333333333333,5,6,10,0.0
256,29,0.25,0.08333333333333333,5,6,12,0.0
256,40,0.25,0.08333333333333333,5,6,12,0.0
256,51,0.25,0.08333333333333333,5,6,12,0.0
256,62,0.25,0.08333333333333333,5,6,12,0.0
256,73,0.25,0.08333333333333333,5,6,12,0.0
256,84,0.25,0.08333333333333333,5,6,12,0.0
256,33,0.25,0.08333333333333333,5,6,14,0.0
256,44,0.25,0.08333333333333333,5,6,14,0.0
256,55,0.25,0.08333333333333333,5,6,14,0.0
256,66,0.25,0.08333333333333333,5,6,14,0.0
256,77,0.25,0.08333333333333333,5,6,14,0.0
256,88,0.25,0.08333333333333333,5,6,14,0.0
256,37,0.25,0.08333333333333333,5,6,16,0.0
256,48,0.25,0.08333333333333333,5,6,16,0.0
256,59,0.25,0.08333333333333333,5,6,16,0.0
256,70,0.25,0.08333333333333333,5,6,16,0.0
256,81,0.25,0.08333333333333333,5,6,16,0.0
256,92,0.25,0.08333333333333333,5,6,16,0.0
256,41,0.25,0.08333333333333333,5,6,18,0.0
256,52,0.25,0.08333333333333333,5,6,18,0.0
256,63,0.25,0.08333333333333333,5,6,18,0.0
256,74,0.25,0.08333333333333333,5,6,18,0.0
256,85,0.25,0.08333333333333333,5,6,18,0.0
256,96,0.25,0.08333333333333333,5,6,18,0.0
256,45,0.25,0.08333333333333333,5,6,20,0.0
256,56,0.25,0.08333333333333333,5,6,20,0.0
256,67,0.25,0.08333333333333333,5,6,20,0.0
256,78,0.25,0.08333333333333333,5,6,20,0.0
256,89,0.25,0.08333333333333333,5,6,20,0.0
256,100,0.25,0.08333333333333333,5,6,20,0.0
256,10,0.25,0.1,6,7,2,0.0
256,23,0.25,0.1,6,7,2,0.0
256,36,0.25,0.1,6,7,2,0.0
256,49,0.25,0.1,6,7,2,0.0
256,62,0.25,0.1,6,7,2,0.0
256,75,0.25,0.1,6,7,2,0.0
256,14,0.25,0.1,6,7,4,0.0
256,27,0.25,0.1,6,7,4,0.0
256,40,0.25,0.1,6,7,4,0.0
256,53,0.25,0.1,6,7,4,0.0
256,66,0.25,0.1,6,7,4,0.0
256,79,0.25,0.1,6,7,4,0.0
256,18,0.25,0.1,6,7,6,0.0
256,31,0.25,0.1,6,7,6,0.0
256,44,0.25,0.1,6,7,6,0.0
256,57,0.25,0.1,6,7,6,0.0
256,70,0.25,0.1,6,7,6,0.0
256,83,0.25,0.1,6,7,6,0.0
256,22,0.25,0.1,6,7,8,0.0
256,35,0.25,0.1,6,7,8,0.0
256,48,0.25,0.1,6,7,8,0.0
256,61,0.25,0.1,6,7,8,0.0
256,74,0.25,0.1,6,7,8,0.0
256,87,0.25,0.1,6,7,8,0.0
256,26,0.25,0.1,6,7,10,0.0
256,39,0.25,0.1,6,7,10,0.0
256,52,0.25,0.1,6,7,10,0.0
256,65,0.25,0.1,6,7,10,0.0
256,78,0.25,0.1,6,7,10,0.0
256,91,0.25,0.1,6,7,10,0.0
256,30,0.25,0.1,6,7,12,0.0
256,43,0.25,0.1,6,7,12,0.0
256,56,0.25,0.1,6,7,12,0.0
256,69,0.25,0.1,6,7,12,0.0
256,82,0.25,0.1,6,7,12,0.0
256,95,0.25,0.1,6,7,12,0.0
256,34,0.25,0.1,6,7,14,0.0
256,47,0.25,0.1,6,7,14,0.0
256,60,0.25,0.1,6,7,14,0.0
256,73,0.25,0.1,6,7,14,0.0
256,86,0.25,0.1,6,7,14,0.0
256,99,0.25,0.1,6,7,14,0.0
256,38,0.25,0.1,6,7,16,0.0
256,51,0.25,0.1,6,7,16,0.0
256,64,0.25,0.1,6,7,16,0.0
256,77,0.25,0.1,6,7,16,0.0
256,90,0.25,0.1,6,7,16,0.0
256,103,0.25,0.1,6,7,16,0.0
256,42,0.25,0.1,6,7,18,0.0
256,55,0.25,0.1,6,7,18,0.0
256,68,0.25,0.1,6,7,18,0.0
256,81,0.25,0.1,6,7,18,0.0
256,94,0.25,0.1,6,7,18,0.0
256,107,0.25,0.1,6,7,18,0.0
256,46,0.25,0.1,6,7,20,0.0
256,59,0.25,0.1,6,7,20,0.0
256,72,0.25,0.1,6,7,20,0.0
256,85,0.25,0.1,6,7,20,0.0
256,98,0.25,0.1,6,7,20,0.0
256,111,0.25,0.1,6,7,20,0.0
256,11,0.25,0.11666666666666667,7,8,2,0.0
256,26,0.25,0.11666666666666667,7,8,2,0.0
256,41,0.25,0.11666666666666667,7,8,2,0.0
256,56,0.25,0.11666666666666667,7,8,2,0.0
256,71,0.25,0.11666666666666667,7,8,2,0.0
256,86,0.25,0.11666666666666667,7,8,2,0.0
256,15,0.25,0.11666666666666667,7,8,4,0.0
256,30,0.25,0.11666666666666667,7,8,4,0.0
256,45,0.25,0.11666666666666667,7,8,4,0.0
256,60,0.25,0.11666666666666667,7,8,4,0.0
256,75,0.25,0.11666666666666667,7,8,4,0.0
256,90,0.25,0.11666666666666667,7,8,4,0.0
256,19,0.25,0.11666666666666667,7,8,6,0.0
256,34,0.25,0.11666666666666667,7,8,6,0.0
256,49,0.25,0.11666666666666667,7,8,6,0.0
256,64,0.25,0.11666666666666667,7,8,6,0.0
256,79,0.25,0.11666666666666667,7,8,6,0.0
256,94,0.25,0.11666666666666667,7,8,6,0.0
256,23,0.25,0.11666666666666667,7,8,8,0.0
256,38,0.25,0.11666666666666667,7,8,8,0.0
256,53,0.25,0.11666666666666667,7,8,8,0.0
256,68,0.25,0.11666666666666667,7,8,8,0.0
256,83,0.25,0.11666666666666667,7,8,8,0.0
256,98,0.25,0.11666666666666667,7,8,8,0.0
256,27,0.25,0.11666666666666667,7,8,10,0.0
256,42,0.25,0.11666666666666667,7,8,10,0.0
256,57,0.25,0.11666666666666667,7,8,10,0.0
256,72,0.25,0.11666666666666667,7,8,10,0.0
256,87,0.25,0.11666666666666667,7,8,10,0.0
256,102,0.25,0.11666666666666667,7,8,10,0.0
256,31,0.25,0.11666666666666667,7,8,12,0.0
256,46,0.25,0.11666666666666667,7,8,12,0.0
256,61,0.25,0.11666666666666667,7,8,12,0.0
256,76,0.25,0.11666666666666667,7,8,12,0.0
256,91,0.25,0.11666666666666667,7,8,12,0.0
256,106,0.25,0.11666666666666667,7,8,12,0.0
256,35,0.25,0.11666666666666667,7,8,14,0.0
256,50,0.25,0.11666666666666667,7,8,14,0.0
256,65,0.25,0.11666666666666667,7,8,14,0.0
256,80,0.25,0.11666666666666667,7,8,14,0.0
256,95,0.25,0.11666666666666667,7,8,14,0.0
256,110,0.25,0.11666666666666667,7,8,14,0.0
256,39,0.25,0.11666666666666667,7,8,16,0.0
256,54,0.25,0.11666666666666667,7,8,16,0.0
256,69,0.25,0.11666666666666667,7,8,16,0.0
256,84,0.25,0.11666666666666667,7,8,16,0.0
256,99,0.25,0.11666666666666667,7,8,16,0.0
256,114,0.25,0.11666666666666667,7,8,16,0.0
256,43,0.25,0.11666666666666667,7,8,18,0.0
256,58,0.25,0.11666666666666667,7,8,18,0.0
256,73,0.25,0.11666666666666667,7,8,18,0.0
256,88,0.25,0.11666666666666667,7,8,18,0.0
256,103,0.25,0.11666666666666667,7,8,18,0.0
256,118,0.25,0.11666666666666667,7,8,18,0.0
256,47,0.25,0.11666666666666667,7,8,20,0.0
256,62,0.25,0.11666666666666667,7,8,20,0.0
256,77,0.25,0.11666666666666667,7,8,20,0.0
256,92,0.25,0.11666666666666667,7,8,20,0.0
256,107,0.25,0.11666666666666667,7,8,20,0.0
256,122,0.25,0.11666666666666667,7,8,20,0.0
256,12,0.25,0.13333333333333333,8,9,2,0.0
256,29,0.25,0.13333333333333333,8,9,2,0.0
256,46,0.25,0.13333333333333333,8,9,2,0.0
256,63,0.25,0.13333333333333333,8,9,2,0.0
256,80,0.25,0.13333333333333333,8,9,2,0.0
256,97,0.25,0.13333333333333333,8,9,2,0.0
256,16,0.25,0.13333333333333333,8,9,4,0.0
256,33,0.25,0.13333333333333333,8,9,4,0.0
256,50,0.25,0.13333333333333333,8,9,4,0.0
256,67,0.25,0.13333333333333333,8,9,4,0.0
256,84,0.25,0.13333333333333333,8,9,4,0.0
256,101,0.25,0.13333333333333333,8,9,4,0.0
256,20,0.25,0.13333333333333333,8,9,6,0.0
256,37,0.25,0.13333333333333333,8,9,6,0.0
256,54,0.25,0.13333333333333333,8,9,6,0.0
256,71,0.25,0.13333333333333333,8,9,6,0.0
256,88,0.25,0.13333333333333333,8,9,6,0.0
256,105,0.25,0.13333333333333333,8,9,6,0.0
256,24,0.25,0.13333333333333333,8,9,8,0.0
256,41,0.25,0.13333333333333333,8,9,8,0.0
256,58,0.25,0.13333333333333333,8,9,8,0.0
256,75,0.25,0.13333333333333333,8,9,8,0.0
256,92,0.25,0.13333333333333333,8,9,8,0.0
256,109,0.25,0.13333333333333333,8,9,8,0.0
256,28,0.25,0.13333333333333333,8,9,10,0.0
256,45,0.25,0.13333333333333333,8,9,10,0.0
256,62,0.25,0.13333333333333333,8,9,10,0.0
256,79,0.25,0.13333333333333333,8,9,10,0.0
256,96,0.25,0.13333333333333333,8,9,10,0.0
256,113,0.25,0.13333333333333333,8,9,10,0.0
256,32,0.25,0.13333333333333333,8,9,12,0.0
256,49,0.25,0.13333333333333333,8,9,12,0.0
256,66,0.25,0.13333333333333333,8,9,12,0.0
256,83,0.25,0.13333333333333333,8,9,12,0.0
256,100,0.25,0.13333333333333333,8,9,12,0.0
256,117,0.25,0.13333333333333333,8,9,12,0.0
256,36,0.25,0.13333333333333333,8,9,14,0.0
256,53,0.25,0.13333333333333333,8,9,14,0.0
256,70,0.25,0.13333333333333333,8,9,14,0.0
256,87,0.25,0.13333333333333333,8,9,14,0.0
256,104,0.25,0.13333333333333333,8,9,14,0.0
256,121,0.25,0.13333333333333333,8,9,14,0.0
256,40,0.25,0.13333333333333333,8,9,16,0.0
256,57,0.25,0.13333333333333333,8,9,16,0.0
256,74,0.25,0.13333333333333333,8,9,16,0.0
256,91,0.25,0.13333333333333333,8,9,16,0.0
256,108,0.25,0.13333333333333333,8,9,16,0.0
256,125,0.25,0.13333333333333333,8,9,16,0.0
256,44,0.25,0.13333333333333333,8,9,18,0.0
256,61,0.25,0.13333333333333333,8,9,18,0.0
256,78,0.25,0.13333333333333333,8,9,18,0.0
256,95,0.25,0.13333333333333333,8,9,18,0.0
256,112,0.25,0.13333333333333333,8,9,18,0.0
256,129,0.25,0.13333333333333333,8,9,18,0.0
256,48,0.25,0.13333333333333333,8,9,20,0.0
256,65,0.25,0.13333333333333333,8,9,20,0.0
256,82,0.25,0.13333333333333333,8,9,20,0.0
256,99,0.25,0.13333333333333333,8,9,20,0.0
256,116,0.25,0.13333333333333333,8,9,20,0.0
256,133,0.25,0.13333333333333333,8,9,20,0.0
256,13,0.25,0.15,9,10,2,0.0
256,32,0.25,0.15,9,10,2,0.0
256,51,0.25,0.15,9,10,2,0.0
256,70,0.25,0.15,9,10,2,0.0
256,89,0.25,0.15,9,10,2,0.0
256,108,0.25,0.15,9,10,2,0.0
256,17,0.25,0.15,9,10,4,0.0
256,36,0.25,0.15,9,10,4,0.0
256,55,0.25,0.15,9,10,4,0.0
256,74,0.25,0.15,9,10,4,0.0
256,93,0.25,0.15,9,10,4,0.0
256,112,0.25,0.15,9,10,4,0.0
256,21,0.25,0.15,9,10,6,0.0
256,40,0.25,0.15,9,10,6,0.0
256,59,0.25,0.15,9,10,6,0.0
256,78,0.25,0.15,9,10,6,0.0
256,97,0.25,0.15,9,10,6,0.0
256,116,0.25,0.15,9,10,6,0.0
256,25,0.25,0.15,9,10,8,0.0
256,44,0.25,0.15,9,10,8,0.0
256,63,0.25,0.15,9,10,8,0.0
256,82,0.25,0.15,9,10,8,0.0
256,101,0.25,0.15,9,10,8,0.0
256,120,0.25,0.15,9,10,8,0.0
256,29,0.25,0.15,9,10,10,0.0
256,48,0.25,0.15,9,10,10,0.0
256,67,0.25,0.15,9,10,10,0.0
256,86,0.25,0.15,9,10,10,0.0
256,105,0.25,0.15,9,10,10,0.0
256,124,0.25,0.15,9,10,10,0.0
256,33,0.25,0.15,9,10,12,0.0
256,52,0.25,0.15,9,10,12,0.0
256,71,0.25,0.15,9,10,12,0.0
256,90,0.25,0.15,9,10,12,0.0
256,109,0.25,0.15,9,10,12,0.0
256,128,0.25,0.15,9,10,12,0.0
256,37,0.25,0.15,9,10,14,0.0
256,56,0.25,0.15,9,10,14,0.0
256,75,0.25,0.15,9,10,14,0.0
256,94,0.25,0.15,9,10,14,0.0
256,113,0.25,0.15,9,10,14,0.0
256,132,0.25,0.15,9,10,14,0.0
256,41,0.25,0.15,9,10,16,0.0
256,60,0.25,0.15,9,10,16,0.0
256,79,0.25,0.15,9,10,16,0.0
256,98,0.25,0.15,9,10,16,0.0
256,117,0.25,0.15,9,10,16,0.0
256,136,0.25,0.15,9,10,16,0.0
256,45,0.25,0.15,9,10,18,0.0
256,64,0.25,0.15,9,10,18,0.0
256,83,0.25,0.15,9,10,18,0.0
256,102,0.25,0.15,9,10,18,0.0
256,121,0.25,0.15,9,10,18,0.0
256,140,0.25,0.15,9,10,18,0.0
256,49,0.25,0.15,9,10,20,0.0
256,68,0.25,0.15,9,10,20,0.0
256,87,0.25,0.15,9,10,20,0.0
256,106,0.25,0.15,9,10,20,0.0
256,125,0.25,0.15,9,10,20,0.0
256,144,0.25,0.15,9,10,20,0.0
256,14,0.25,0.16666666666666666,10,11,2,0.0
256,35,0.25,0.16666666666666666,10,11,2,0.0
256,56,0.25,0.16666666666666666,10,11,2,0.0
256,77,0.25,0.16666666666666666,10,11,2,0.0
256,98,0.25,0.16666666666666666,10,11,2,0.0
256,119,0.25,0.16666666666666666,10,11,2,0.0
256,18,0.25,0.16666666666666666,10,11,4,0.0
256,39,0.25,0.16666666666666666,10,11,4,0.0
256,60,0.25,0.16666666666666666,10,11,4,0.0
256,81,0.25,0.16666666666666666,10,11,4,0.0
256,102,0.25,0.16666666666666666,10,11,4,0.0
256,123,0.25,0.16666666666666666,10,11,4,0.0
256,22,0.25,0.16666666666666666,10,11,6,0.0
256,43,0.25,0.16666666666666666,10,11,6,0.0
256,64,0.25,0.16666666666666666,10,11,6,0.0
256,85,0.25,0.16666666666666666,10,11,6,0.0
256,106,0.25,0.16666666666666666,10,11,6,0.0
256,127,0.25,0.16666666666666666,10,11,6,0.0
256,26,0.25,0.16666666666666666,10,11,8,0.0
256,47,0.25,0.16666666666666666,10,11,8,0.0
256,68,0.25,0.16666666666666666,10,11,8,0.0
256,89,0.25,0.16666666666666666,10,11,8,0.0
256,110,0.25,0.16666666666666666,10,11,8,0.0
256,131,0.25,0.16666666666666666,10,11,8,0.0
256,30,0.25,0.16666666666666666,10,11,10,0.0
256,51,0.25,0.16666666666666666,10,11,10,0.0
256,72,0.25,0.16666666666666666,10,11,10,0.0
256,93,0.25,0.16666666666666666,10,11,10,0.0
256,114,0.25,0.16666666666666666,10,11,10,0.0
256,135,0.25,0.16666666666666666,10,11,10,0.0
256,34,0.25,0.16666666666666666,10,11,12,0.0
256,55,0.25,0.16666666666666666,10,11,12,0.0
256,76,0.25,0.16666666666666666,10,11,12,0.0
256,97,0.25,0.16666666666666666,10,11,12,0.0
256,118,0.25,0.16666666666666666,10,11,12,0.0
256,139,0.25,0.16666666666666666,10,11,12,0.0
256,38,0.25,0.16666666666666666,10,11,14,0.0
256,59,0.25,0.16666666666666666,10,11,14,0.0
256,80,0.25,0.16666666666666666,10,11,14,0.0
256,101,0.25,0.16666666666666666,10,11,14,0.0
256,122,0.25,0.16666666666666666,10,11,14,0.0
256,143,0.25,0.16666666666666666,10,11,14,0.0
256,42,0.25,0.16666666666666666,10,11,16,0.0
256,63,0.25,0.16666666666666666,10,11,16,0.0
256,84,0.25,0.16666666666666666,10,11,16,0.0
256,105,0.25,0.16666666666666666,10,11,16,0.0
256,126,0.25,0.16666666666666666,10,11,16,0.0
256,147,0.25,0.16666666666666666,10,11,16,0.0
256,46,0.25,0.16666666666666666,10,11,18,0.0
256,67,0.25,0.16666666666666666,10,11,18,0.0
256,88,0.25,0.16666666666666666,10,11,18,0.0
256,109,0.25,0.16666666666666666,10,11,18,0.0
256,130,0.25,0.16666666666666666,10,11,18,0.0
256,151,0.25,0.16666666666666666,10,11,18,0.0
256,50,0.25,0.16666666666666666,10,11,20,0.0
256,71,0.25,0.16666666666666666,10,11,20,0.0
256,92,0.25,0.16666666666666666,10,11,20,0.0
256,113,0.25,0.16666666666666666,10,11,20,0.0
256,134,0.25,0.16666666666666666,10,11,20,0.0
256,155,0.25,0.16666666666666666,10,11,20,0.0
